BALANCE,PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_TRX,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS
378.001129,1884.04,0.416667,1884.04,0,10,104.557174,5000,2249.919761
3290.750214,974.72,1,974.72,0,25,0,10000,1064.701886
66.723482,550.95,0.833333,0,550.95,16,0,4000,521.433223
1987.232432,544.76,1,0,544.76,14,0,2000,1124.28278
869.702973,370.74,0.916667,138.54,232.2,11,710.440728,1000,540.848608
53.989299,469.14,0.857143,0,469.14,6,0,1500,446.737399
151.787402,1234.32,0.083333,1234.32,0,3,0,10000,2837.676536
5.856011,827.4,1,0,827.4,12,0,6600,755.916603
5.1807,0,0,0,0,0,1283.543377,3000,1282.18451
190.324034,322.33,0.25,238.97,83.36,3,0,6500,524.430161
1645.780139,150,0.083333,150,0,1,0,1800,550.522713
8043.733112,99.5,0.166667,99.5,0,3,3215.576129,12500,1865.566177
2155.276706,66,0.083333,66,0,1,5478.844017,5000,5100.05147
5619.654569,2457.53,1,1352.63,1104.9,35,6088.185478,8000,1140.70277
429.157725,170,0.166667,170,0,2,0,6500,694.899932
1135.70375,92.07,0.272727,0,92.07,3,81.509491,1200,355.798199
484.70724,960,0.142857,960,0,1,531.964001,2000,199.836894
96.799285,537.36,1,537.36,0,12,625.807503,1500,1133.874141
18.558992,86.4,0.333333,0,86.4,4,0,2000,265.768812
75.792862,1117.35,1,0,1117.35,16,0,5000,1060.951647
1354.161432,0,0,0,0,0,602.502862,1500,313.83656
1276.549447,3355.73,1,1916.68,1439.05,61,887.518919,4000,1254.550076
1119.157048,133.9,0.166667,133.9,0,3,269.234406,1200,427.35515
889.090252,9751.9,1,5896.76,3855.14,115,0,4500,8418.403666
22.695131,201.18,1,201.18,0,12,0,3000,189.904819
55.321121,805.25,1,0,805.25,24,0,4000,797.688136
432.860083,128.32,0.083333,128.32,0,1,0,4750,239.784988
3626.196814,475.36,0.833333,0,475.36,13,1634.030482,8500,1927.992694
534.728906,976.98,0.833333,251.05,725.93,18,0,7000,742.950103
3645.191927,2311.83,0.916667,2311.83,0,12,0,4500,1778.093952
12.423203,2292.41,0.916667,2003.99,288.42,36,96.310823,7500,2411.035394
391.508345,80.99,0.111111,80.99,0,1,2867.104779,1500,3855.328673
5601.953934,0,0,0,0,0,3449.910317,6000,1307.896832
240.110414,3510.42,0.916667,1732.87,1777.55,37,0,6500,3868.013636
1500.034488,274.45,0.25,239.45,35,6,889.383583,3000,500.083333
1089.219786,639.15,0.416667,639.15,0,11,443.668004,3000,1095.752072
952.26088,0,0,0,0,0,1202.332312,1200,218.402942
1268.809031,17945,0.166667,17945,0,3,0,18000,50721.48336
935.167278,1757.91,0.583333,672,1085.91,8,1009.683036,1800,2279.094703
5.196923,68.02,0.5,0,68.02,6,0,4000,125.516216
5543.972323,0,0,0,0,0,2231.203315,6000,1265.31093
77.684147,431.28,1,0,431.28,8,0,1000,342.768161
226.78538,210.64,0.083333,210.64,0,1,0,3500,295.155445
41.643083,212,0.083333,212,0,1,0,1200,596.834019
291.663664,129,0.083333,129,0,1,0,5500,284.596786
1437.977941,229.94,0.25,229.94,0,4,901.185629,1800,783.528158
213.205306,2536.27,0.833333,370.5,2165.77,17,0,6000,2298.104409
2063.855487,220.4,0.083333,220.4,0,1,2274.848149,2500,468.683047
13.649888,129.16,0.166667,129.16,0,2,0,15000,375.36099
8477.970766,4837.88,1,2945.5,1892.38,36,289.117803,15500,3695.744108
1117.00354,240,0.166667,240,0,9,0,1200,366.532467
198.815177,247.5,0.166667,0,247.5,3,0,4000,283.50846
472.61828,4626.36,1,2974,1652.36,67,305.257038,3800,4549.881872
1534.16579,0,0,0,0,0,635.299075,1800,681.29005
2092.971853,0,0,0,0,0,135.256159,2500,275.676251
1116.944017,182.64,0.333333,182.64,0,4,109.600359,1500,304.822958
2006.680789,121.93,0.7,78.81,43.12,9,3398.994695,4000,375.493789
251.715214,2722.34,0.75,1744.63,977.71,32,0,1200,2165.330989
3334.683766,0,0,0,0,0,3411.430841,6000,682.561453
1868.523786,27.89,0.083333,27.89,0,2,47.998873,2000,440.707307
1000.235038,79.41,0.166667,79.41,0,2,0,6500,868.377193
1046.952264,504,1,0,504,12,0,1000,759.461397
1832.539694,1311.8,0.75,1076.16,235.64,30,0,2500,384.218293
59.35799,608.8,0.333333,608.8,0,6,0,6000,1531.142227
48.068313,788.08,0.8,448,340.08,10,0,13000,689.403349
570.657071,950.39,0.833333,540.36,410.03,16,340.308868,4000,549.682725
8040.732429,0,0,0,0,0,3500.334072,12000,2709.478892
1121.44991,219.4,0.666667,85,134.4,9,0,1200,591.736846
1168.844004,1310.31,0.083333,1310.31,0,1,1502.01432,3500,272.821647
12596.42194,0,0,0,0,0,3252.260115,14000,3031.587665
1000.931473,0,0,0,0,0,374.200459,1200,304.037261
10.564262,240.25,0.5,240.25,0,8,0,2700,469.841016
13.07784,69.5,0.083333,69.5,0,1,0,400,98.275388
2891.926512,561.25,0.5,561.25,0,6,1991.754101,7700,597.664886
1832.940008,1839.69,0.583333,914.19,925.5,35,0,5000,477.773934
13.713339,504.08,0.583333,137.9,366.18,11,0,4500,448.622511
128.25396,1105,0.75,0,1105,14,0,2500,1224.344711
589.682566,6398.73,0.583333,6398.73,0,18,271.370767,10500,7443.80581
16.379412,178.15,0.25,0,178.15,3,0,5000,229.376368
492.265287,424.5,0.25,0,424.5,3,0,4000,142.123847
3458.708146,0,0,0,0,0,8886.28396,6000,6285.292115
3285.196786,2830.48,1,1182.2,1648.28,37,1703.103212,8500,7224.787261
1733.972492,147.96,0.333333,0,147.96,8,0,1900,525.331558
577.30163,3702.79,1,2940.9,761.89,35,202.413978,5000,4168.726662
19.548437,266.56,0.666667,84,182.56,9,0,4500,395.242487
75.11232,0,0,0,0,0,293.856915,7000,375.642608
420.215198,1681.1,0.916667,834.8,846.3,20,0,2400,758.24314
1396.800164,210.62,0.166667,210.62,0,3,0,1500,703.616107
31.944612,408.01,1,408.01,0,12,0,7500,1027.411988
5693.979714,1338.72,1,1338.72,0,13,0,9500,1753.988494
1983.111978,1119.56,0.333333,1119.56,0,13,5582.881679,7000,6892.546158
490.157047,0,0,0,0,0,1289.130072,1200,342.973205
306.115129,0,0,0,0,0,991.835378,1200,2653.659381
2001.407378,4793.35,1,1131.42,3661.93,68,0,2700,647.406275
10.386311,171.6,1,0,171.6,12,0,4000,168.370514
434.02839,0,0,0,0,0,998.99144,1800,159.573297
1084.218952,0,0,0,0,0,1729.084515,2000,2193.419369
79.345909,906.5,1,0,906.5,12,0,6000,922.33766
2.872146,37,0.083333,37,0,1,0,3000,213.066673
2004.816462,20747.34,1,13007.07,7740.27,95,0,10000,17005.40969
2339.037958,1823.56,1,0,1823.56,20,435.165222,1800,890.623152
4709.342642,1614.27,0.916667,1193.06,421.21,56,588.059618,7500,1276.0373
531.615661,3196.22,1,2098.97,1097.25,44,0,4000,3556.432004
1017.086549,0,0,0,0,0,1046.611295,3500,2937.01018
2436.843864,2647.9,0.833333,2495,152.9,17,0,9000,7657.885804
1430.209699,1123.59,1,361,762.59,41,0,5000,561.72022
237.393795,1294.97,1,0,1294.97,16,307.201386,2500,1098.051237
639.73038,951.05,0.5,785.05,166,8,0,2600,693.302893
674.119098,3146.25,1,449.1,2697.15,93,0,4000,2602.065596
1049.768556,171.65,0.416667,55,116.65,6,0,1200,256.698968
876.839962,147.82,0.25,0,147.82,3,784.229265,1000,337.812755
31.870629,192.92,0.166667,139.7,53.22,2,0,5500,834.627595
4931.203112,0,0,0,0,0,1387.850238,6500,1018.476355
5740.590335,8218.32,0.75,8218.32,0,17,0,12000,3318.260207
258.223705,2391.44,1,1203.18,1188.26,32,49.410478,5000,2536.830662
5686.466725,177.35,0.090909,177.35,0,1,0,8000,1775.784106
4988.093733,8581.29,1,4640.84,3940.45,94,225.473003,10500,1571.883
84.377933,270,1,0,270,12,0,1200,308.698498
1234.235139,594.95,0.333333,509.95,85,5,8287.780882,5000,9630.24637
931.866057,0,0,0,0,0,652.119509,3700,250.72198
1281.936062,43,0.083333,43,0,1,0,1500,298.266234
1032.812458,995.07,0.666667,806.07,189,11,555.033556,1400,363.992366
529.415371,0,0,0,0,0,1409.048702,1500,1417.666972
132.73446,2190,0.1,2190,0,1,0,2500,2.389583
5850.1729,393.87,0.25,0,393.87,8,0,6000,1536.774213
5.761614,75,0.083333,75,0,2,0,3400,289.742219
34.017341,494.6,0.083333,494.6,0,1,0,4000,456.293143
81.311082,851.38,0.416667,851.38,0,6,0,8500,964.675607
152.758442,276,0.25,81,195,3,0,1200,1316.604491
7659.19151,0,0,0,0,0,1971.469655,8000,1897.854153
2947.426082,2257.28,0.444444,1179.8,1077.48,19,281.877943,8500,3612.992662
1371.488874,0,0,0,0,0,3163.898453,3500,338.654717
57.937789,450,0.5,450,0,6,0,4000,395.680968
3376.946886,0,0,0,0,0,9670.775878,9500,2194.131117
5824.000984,1501.08,0.25,0,1501.08,5,4730.837305,8500,1647.245926
2286.673155,0,0,0,0,0,2617.930904,3000,602.563865
2608.512452,64.2,0.083333,64.2,0,1,0,3000,647.437157
355.323994,284.11,0.166667,284.11,0,2,855.147084,1500,1765.584677
907.680311,0,0,0,0,0,159.333467,1200,1368.734996
2493.134397,253,0.833333,28,225,11,2622.759643,2900,445.652564
231.90824,711.8,0.666667,497.8,214,10,0,8500,2007.282363
88.13353,1400,0.833333,0,1400,10,0,7500,1307.099065
1068.985549,0,0,0,0,0,54.67143,1200,359.180202
722.689568,6493.25,1,6454.25,39,38,0,3200,5777.820302
62.759232,311.55,0.166667,311.55,0,5,0,1200,525.904979
852.001697,372.36,0.416667,0,372.36,5,1655.625508,4000,347.937039
473.599403,524.7,1,150.32,374.38,15,1168.556598,1200,1772.643444
567.055953,0,0,0,0,0,3254.66653,6000,4103.204766
597.416499,175.4,0.416667,0,175.4,5,1816.49181,1200,2524.423875
3.005343,0,0,0,0,0,265.334594,1200,1233.178997
2224.000236,2276.41,0.833333,1787.77,488.64,39,628.841571,4500,3755.786767
83.564804,616,1,0,616,8,0,1000,526.820014
19.589561,299.84,0.416667,299.84,0,6,0,3000,577.023407
1193.682005,445.18,1,445.18,0,11,0,1200,673.563611
2701.880978,0,0,0,0,0,576.920984,10000,654.1843
8.820992,91.46,0.2,91.46,0,2,0,1500,77.334707
566.383268,1454.16,1,1043.25,410.91,44,0,3000,1828.965302
7369.794134,411.2,0.666667,0,411.2,8,2943.158701,8000,1753.647095
31.856254,241,0.666667,0,241,11,0,1200,401.109047
63.615822,970.57,0.5,970.57,0,7,0,7200,1113.617785
1172.183909,1700,0.666667,900,800,10,0,8000,1271.291305
374.405467,1034.4,0.5,249,785.4,11,0,1200,1905.378315
4.054657,264.02,0.25,264.02,0,4,0,7000,274.692435
1739.13388,191.98,0.25,96,95.98,4,0,2000,978.453301
229.667169,0,0,0,0,0,985.337823,3000,1120.65839
5259.14039,2659.35,0.888889,813,1846.35,38,4851.392018,6000,2249.612405
1975.349966,1749.72,0.75,1300.48,449.24,24,3738.635191,6000,6481.117394
4265.241202,1499.12,0.833333,119.12,1380,10,2312.556328,4500,1844.394398
1488.113177,0,0,0,0,0,2599.489045,2500,2952.279108
136.323936,289.9,0.333333,0,289.9,4,0,9500,714.619326
69.795639,1293.04,1,67.86,1225.18,20,0,7500,891.734089
28.59068,367.44,0.916667,0,367.44,13,0,5700,360.925707
331.503219,332.74,0.545455,0,332.74,10,0,2500,399.729843
4282.043906,1974.04,1,1326,648.04,40,4310.515986,7000,1920.094402
2083.900081,0,0,0,0,0,1116.430456,5500,465.698012
0,232.2,1,0,232.2,12,0,1500,415.603589
1052.799075,0,0,0,0,0,1523.162883,1500,1696.073522
2871.611936,2216.6,0.833333,0,2216.6,34,1353.5452,3500,2268.296871
1096.994956,0,0,0,0,0,1148.512914,2500,160.482027
1087.574994,0,0,0,0,0,108.260087,1200,317.447893
3541.769505,0,0,0,0,0,2238.32876,15500,899.712442
339.566873,2956.2,0.75,1398.57,1557.63,17,0,5500,2845.336693
1992.650296,20,0.333333,0,20,4,0,7500,2069.263442
1451.584485,1216.58,0.666667,561.9,654.68,12,0,4000,603.722261
1107.099917,473.64,1,0,473.64,12,956.509038,1200,501.511019
9061.787692,0,0,0,0,0,5672.920976,14500,13893.86739
54.738397,1326.75,1,0,1326.75,30,0,1500,1132.512843
986.457953,1073.5,1,101.85,971.65,46,328.279184,4000,1009.068974
3277.092999,3936.51,1,3249.14,687.37,57,517.562968,10000,2183.769759
1496.580949,0,0,0,0,0,183.230915,1600,502.200633
30.350623,341.48,1,0,341.48,15,0,4000,381.231169
208.707195,2351.58,0.25,2351.58,0,7,0,4500,3711.189548
1639.513143,1225,1,651,574,24,0,1900,1467.532097
10571.41107,7739.48,1,0,7739.48,44,0,8000,2688.447014
1236.018537,0,0,0,0,0,2132.985725,3000,540.703321
640.394092,2476.9,1,2324.38,152.52,39,0,7000,2190.775297
339.956112,2199.65,0.916667,815.15,1384.5,13,0,6000,2577.703016
506.470396,0,0,0,0,0,6897.966615,8500,7313.426958
42.075054,421.2,1,0,421.2,12,0,2000,410.786446
5118.492838,3848.92,0.916667,3247.26,601.66,70,8383.293085,12000,1450.987082
2228.47847,979.11,1,197.05,782.06,31,809.443906,2900,1097.760409
2679.811246,0,0,0,0,0,154.629617,3000,713.179379
37.427412,31.23,0.25,0,31.23,3,1896.550326,2500,4045.49694
64.491497,855.99,1,0,855.99,12,0,3000,816.582936
2070.627593,2564.08,1,1165,1399.08,57,0,8500,1363.695769
1607.053725,451.9,0.25,335,116.9,6,0,2500,569.867313
5088.216894,4381.86,1,2825.56,1556.3,50,951.294749,7000,2410.061408
937.086541,79,0.083333,79,0,1,0,1500,357.720268
48.926154,305.79,0.090909,305.79,0,1,0,3000,566.857973
497.919885,1186.09,0.916667,397,789.09,30,513.979897,500,1487.08197
1862.566976,1847.57,0.583333,841.59,1005.98,35,0,3350,1652.359591
1893.053845,746.31,0.666667,487.27,259.04,14,1535.853619,4200,3286.143282
10.05473,530,0.916667,0,530,12,0,1000,538.553454
7677.565407,1240.04,0.75,1240.04,0,20,3681.231518,8000,2724.967965
1403.574083,1831.57,1,697.94,1133.63,61,1909.684135,8000,427.189102
1425.175936,49.89,0.2,49.89,0,2,59.673576,1500,348.530192
2019.768435,326.64,0.166667,326.64,0,2,0,3000,3434.224242
1961.246269,0,0,0,0,0,233.246267,2000,422.017882
0,18.77,0.083333,0,18.77,1,0,5000,0
1191.955492,0,0,0,0,0,275.762341,1500,266.59382
344.543487,2219.53,1,1432.86,786.67,43,0,5700,2073.117846
1080.852036,0,0,0,0,0,48.919105,1200,343.313124
12.597034,99,0.083333,99,0,1,0,1500,96.255421
5019.019126,1517.85,0.272727,1517.85,0,6,185.169509,6000,1157.021023
14.281926,245.85,0.875,0,245.85,16,0,1500,209.736381
1381.27484,71.8,0.083333,71.8,0,1,0,3500,304.742004
229.461086,3669.72,1,3669.72,0,26,0,13000,3512.263933
1307.177673,0,0,0,0,0,435.240217,3000,857.062706
4408.242337,324.3,0.083333,324.3,0,2,3965.922581,7000,7975.31466
785.429991,0,0,0,0,0,277.70324,1200,327.423796
1064.872909,0,0,0,0,0,3358.172644,10500,20740.15941
24.389998,0,0,0,0,0,1369.366015,3000,10893.77844
2739.711796,847.66,1,765.8,81.86,20,1201.188255,7500,3273.326636
4.908888,133.16,0.333333,0,133.16,4,0,6500,210.448172
1471.640654,285.69,0.25,285.69,0,3,463.813261,3000,389.787483
1241.882057,94,0.083333,94,0,1,234.639631,1400,539.459472
7496.171727,0,0,0,0,0,7107.137059,10500,2933.325551
49.074293,330.25,0.25,330.25,0,5,0,2500,509.309215
1494.221853,356.62,0.333333,308.26,48.36,6,0,1600,641.34086
1317.547661,1987.76,1,1062.44,925.32,36,0,6000,753.735014
158.919439,0,0,0,0,0,787.758817,4400,554.846112
1908.403984,657.05,1,0,657.05,17,0,2000,894.424776
3632.344231,83.45,0.25,0,83.45,3,1136.000468,7000,837.430224
9699.252383,0,0,0,0,0,10630.32102,10000,13001.03715
66.066065,995.62,1,402.79,592.83,30,0,7500,767.241839
700.100691,7244.98,1,2457.47,4787.51,110,0,6200,6151.929937
1215.047947,0,0,0,0,0,204.182088,1500,315.553886
148.180803,1200,0.5,0,1200,12,0,8000,1654.263363
508.598624,0,0,0,0,0,950.084436,11500,974.764661
480.596706,757.8,0.75,0,757.8,18,0,8000,345.385827
1869.125099,158.2,0.083333,158.2,0,1,1402.159983,6500,6585.792428
1654.369427,736.24,1,480,256.24,20,0,7000,2267.012612
1537.935236,68,0.083333,68,0,1,0,3000,3845.144477
2543.005761,1900.63,0.75,1900.63,0,29,0,4000,674.748921
11206.78624,1257.77,0.909091,540.65,717.12,25,8295.538786,15000,20873.22194
308.769481,489.24,0.75,0,489.24,11,1010.553199,1000,1660.010795
3014.625246,0,0,0,0,0,1143.763365,6500,1023.016247
1360.590356,2834.03,1,1972.22,861.81,54,0,6000,1333.71178
62.440728,709.01,1,709.01,0,12,0,2000,716.721864
2024.263677,56,0.125,56,0,1,4086.268496,2500,375.558603
2610.997575,328.7,0.333333,328.7,0,4,0,8000,4256.385553
1592.354384,736.26,0.833333,425.62,310.64,11,3120.093926,6000,3636.148663
1689.238956,261.89,0.416667,139.19,122.7,7,0,1700,309.348573
203.499251,2115.76,1,530,1585.76,52,0,4000,1953.639143
1791.85654,71.38,0.416667,0,71.38,5,0,3000,547.424357
5.626795,374.4,1,0,374.4,12,0,1000,419.512265
2305.006202,0,0,0,0,0,370.248624,2500,624.147899
1138.014732,1170.48,0.416667,1170.48,0,5,920.050071,4500,1078.964657
80.762254,861.9,0.5,150,711.9,7,0,6000,1426.507994
814.085729,0,0,0,0,0,1087.144848,3000,382.425723
444.630038,0,0,0,0,0,145.557904,500,172.645901
5402.993017,0.01,0.083333,0.01,0,1,5942.11917,12000,1071.665067
1237.510447,0,0,0,0,0,2914.767437,3000,578.821763
289.512368,4185.94,1,898.14,3287.8,90,0,6000,3836.06844
404.182321,3682.11,1,2473.8,1208.31,76,0,10000,3259.008834
1714.896284,2000,0.111111,2000,0,1,0,2000,448.300443
388.132417,0,0,0,0,0,689.70174,1050,1601.295316
162.027905,1045.84,0.333333,1045.84,0,7,0,1850,530.125935
1801.084627,0,0,0,0,0,3189.613873,10000,329.077571
4976.028578,900.87,1,0,900.87,162,0,5500,92.865469
24.831137,1909.13,0.916667,30,1879.13,12,0,2000,1831.935279
3682.667737,2214.64,1,1250.3,964.34,34,0,9000,1428.539668
629.946336,1832.92,0.5,1832.92,0,14,0,6500,1425.425074
568.060722,1799.03,0.833333,1799.03,0,14,0,10000,1770.472642
300.395286,394.95,0.916667,277.95,117,33,0,6000,339.702306
898.253159,165.5,0.285714,165.5,0,5,1157.345416,1200,375.839637
919.799915,320.01,0.857143,69,251.01,7,1056.477112,1200,195.595593
368.367166,1121.86,0.666667,169.2,952.66,11,1172.195497,3500,3312.219079
25.950664,231.25,0.666667,0,231.25,14,0,4000,209.115604
1817.618232,623.19,1,0,623.19,26,408.434019,2800,719.914581
24.569042,532.93,1,0,532.93,23,0,3000,686.935875
5256.69533,188.6,0.083333,188.6,0,1,1934.418697,9000,1421.954639
117.706441,718.44,1,0,718.44,14,0,3000,885.366764
2707.058356,2018.13,0.75,1545.23,472.9,26,0,7000,2575.541309
4917.162359,0,0,0,0,0,3179.132724,5000,865.821715
272.717108,227.44,1,227.44,0,12,0,4500,316.388557
4708.26338,0,0,0,0,0,1352.783037,10000,1325.649779
82.029477,1126.32,1,580.44,545.88,49,0,9000,1136.224986
9919.456275,740.75,1,0,740.75,13,2238.487012,14000,3281.898514
3258.237364,921.12,0.75,521.14,399.98,14,0,6200,1323.776141
61.115414,239.71,0.454545,0,239.71,5,0,700,358.108438
1002.791997,0,0,0,0,0,234.105509,1200,239.80734
2951.220065,0,0,0,0,0,1477.737906,8500,710.854365
1248.903628,518.31,1,113.31,405,29,472.118676,1200,1141.190295
793.167009,433.31,1,200,233.31,8,766.872458,1000,363.064207
2368.338673,1307.18,0.916667,762.5,544.68,20,0,9000,2167.293003
7287.084204,0,0,0,0,0,6605.075695,7500,4293.062891
3764.89205,898.43,0.5,479,419.43,22,2094.091371,4500,1067.435442
14.775035,80.44,0.333333,0,80.44,4,0,3000,137.217255
306.460387,0,0,0,0,0,191.834575,7000,577.962789
1499.689937,159.96,0.25,0,159.96,8,601.616399,4000,356.317359
2778.220254,0,0,0,0,0,99.790116,3000,813.686705
56.149055,493.32,0.75,149.93,343.39,14,0,5000,471.382074
1924.657194,0,0,0,0,0,906.645286,2500,428.488182
72.425884,655.68,1,0,655.68,0,0,1000,718.537117
653.88103,0,0,0,0,0,1366.204137,1400,205.709969
579.243601,505.48,0.333333,505.48,0,6,0,1950,188.304134
95.259372,43.3,0.083333,0,43.3,1,0,7000,526.604881
551.580225,2955.91,1,952.51,2003.4,62,0,8000,2456.581737
1181.767566,153.95,0.333333,153.95,0,5,0,6500,1908.258846
11.834127,272.9,0.833333,69.9,203,5,0,6000,313.913093
1138.554361,831.89,0.166667,831.89,0,7,495.002834,1200,381.967601
9962.070262,7465.91,1,6075.62,1390.29,57,0,18500,2403.16006
6416.448101,0,0,0,0,0,3580.392989,7500,1756.557983
2762.340044,2372.98,0.166667,2372.98,0,5,1465.082446,4500,659.726225
926.458992,6200.71,0.666667,5742.61,458.1,49,283.476295,7000,7932.430735
7474.408678,0,0,0,0,0,10187.5226,10000,2021.908233
287.884126,1545.03,1,124.72,1420.31,41,289.630816,6500,1182.107223
170.617046,350,0.083333,350,0,1,0,3000,828.8943
86.661044,709.98,1,0,709.98,12,0,1000,727.104508
1541.743608,0,0,0,0,0,118.974129,1600,353.686721
7558.010921,365.26,0.5,188.56,176.7,9,4738.30754,8000,3311.192387
6956.37654,11500.94,1,3091.01,8409.93,308,15133.53213,14000,20122.00545
99.256215,1554.39,0.636364,1174.39,380,9,0,6000,1006.702329
376.15858,2724.76,1,572.76,2152,70,0,8500,2600.70524
380.517893,2590.27,0.916667,2102.46,487.81,49,0,2500,1825.405687
1311.952719,2092,0.75,1242,850,15,0,5181.818182,3476.019003
548.252892,208.41,0.083333,208.41,0,1,1633.935089,3000,708.100631
3.691925,27.99,0.083333,27.99,0,1,0,6500,187.172733
49.911409,178.4,1,0,178.4,12,0,2500,130.650758
18.549421,132,0.333333,0,132,4,0,19500,3610.565153
4251.411617,0,0,0,0,0,2318.967259,5000,1428.511775
32.229139,145.85,0.583333,0,145.85,7,0,1000,263.681773
1226.152097,0,0,0,0,0,275.602351,1200,797.029627
1238.140283,56.38,0.416667,0,56.38,5,0,1600,398.98255
153.643158,0,0,0,0,0,254.910338,300,347.227774
200.580245,354,0.083333,354,0,1,0,1200,1697.98971
2329.869472,1497.2,0.333333,1301.26,195.94,5,0,7000,1453.119488
5090.523925,1689.09,1,0,1689.09,82,1088.523871,6000,2046.509543
2996.761878,3644.35,0.666667,3610.6,33.75,23,0,3500,3879.940821
1103.834373,0,0,0,0,0,155.414239,7000,4021.956752
72.679836,800.55,0.5,586.55,214,13,0,7000,1584.89763
4995.229116,1580.34,1,1364.34,216,26,0,5500,1712.233039
300.427627,443.71,0.916667,0,443.71,11,0,1000,372.548129
1521.763256,312.15,0.75,0,312.15,19,0,1500,671.70656
16.742181,320,0.5,0,320,6,0,2500,559.713369
757.964752,157.4,0.125,157.4,0,6,0,1200,1494.480376
8315.894044,8391.55,1,0,8391.55,199,0,8500,6322.388249
476.728349,462.75,1,462.75,0,12,0,5500,185.002877
776.919827,11522.9,1,11146.28,376.62,68,0,4500,11082.51429
245.336939,909,0.083333,909,0,1,0,3000,340.201751
18.745682,872.7,0.333333,872.7,0,11,0,2500,2411.060444
7.106669,27.98,0.111111,27.98,0,1,0,2500,57.785065
1632.421395,993.96,0.727273,245.59,748.37,22,0,6000,2752.623744
2439.976275,499.59,0.916667,0,499.59,11,0,2700,555.286351
1315.478789,88.08,0.5,0,88.08,6,154.311694,1500,453.199092
1454.09973,0,0,0,0,0,49.602856,1500,274.985583
1695.40481,1641.48,0.916667,1377.06,264.42,26,1105.875503,7000,3423.435143
19.991586,144,0.75,0,144,6,0,1500,173.881319
3219.604215,4126.75,1,4126.75,0,31,0,10500,6061.100911
337.178513,3809.71,1,3809.71,0,16,0,16500,2837.599645
217.10156,2953.03,0.166667,2953.03,0,3,0,5000,3123.296573
2124.826298,967.61,0.833333,397.61,570,12,581.6512,5000,1778.725826
313.13311,49.09,0.166667,49.09,0,2,1306.110387,6500,1405.747523
154.271153,1498.28,0.833333,667,831.28,24,0,12000,1343.450205
7934.946009,1792.15,0.333333,1792.15,0,16,4169.060991,11500,2373.896899
4183.77248,511.12,0.916667,278.6,232.52,24,1209.426365,4500,1378.838332
4187.550741,0,0,0,0,0,433.71918,4500,1216.465192
58.565355,386,0.666667,0,386,4,0,1000,425.996964
8363.401152,1076.01,0.25,1076.01,0,7,3134.26615,9500,1828.936956
45.171225,160,0.083333,160,0,1,0,500,197.019336
440.676765,0,0,0,0,0,1125.542162,1200,171.743821
7867.660015,507,0.166667,507,0,4,8980.648498,8500,6802.892319
731.222335,0,0,0,0,0,2828.975383,1500,3208.182454
39.523885,592.88,0.583333,451.18,141.7,9,0,12000,1111.148943
1996.785925,212.64,0.083333,212.64,0,1,272.115509,2000,1121.381513
3114.988266,453.12,0.333333,453.12,0,7,2115.036647,5000,1160.859524
2341.401664,0,0,0,0,0,1818.306309,3000,668.918811
2819.630553,0,0,0,0,0,230.543537,3000,810.389383
147.085066,1381.14,0.666667,1027.14,354,11,0,2500,1457.406626
152.459665,1248.09,1,829.45,418.64,21,0,5000,1316.455236
1998.15597,348,0.083333,348,0,1,1940.357907,9000,2893.195013
290.246277,2617.61,1,1342.69,1274.92,52,0,2500,2948.963493
2074.364799,1500,0.416667,1500,0,15,0,2200,2200.280484
1773.323689,1423.71,1,1423.71,0,17,0,5000,1410.310559
12.540151,201,0.25,104.5,96.5,4,0,2500,479.948299
5796.622219,423.38,0.625,223.38,200,9,6739.693779,8000,813.94163
3261.241461,0,0,0,0,0,154.67204,6500,800.677168
4228.71103,923.99,1,0,923.99,30,3932.272703,8500,8805.280436
8033.907466,159,0.083333,159,0,1,3983.763805,9000,1620.868564
11.902047,0,0,0,0,0,482.992567,3000,727.929858
7789.190958,1307.39,1,84.45,1222.94,66,1836.893684,8500,2072.817061
8465.740449,1345.81,0.916667,226,1119.81,33,3429.450339,9500,2069.156797
151.194794,2634.7,1,2411.53,223.17,42,0,7500,2295.964836
3212.963003,0,0,0,0,0,185.532602,3500,766.728773
149.59894,2009.64,1,206,1803.64,23,0,16500,1886.871621
39.718404,525.17,0.083333,525.17,0,4,0,8500,515.996856
99.523071,955.87,0.5,955.87,0,9,0,13500,1201.853087
1837.047378,0,0,0,0,0,73.157833,2000,412.848153
28.90195,169.24,0.083333,169.24,0,1,0,1200,166.658504
133.68751,1139.2,1,0,1139.2,15,0,3000,957.152839
1922.943603,110.8,0.166667,110.8,0,2,0,3000,551.431723
653.931902,0,0,0,0,0,1561.104542,1200,1535.018327
25.178303,283.15,0.583333,0,283.15,7,0,5000,206.688202
3049.215189,390,0.083333,390,0,1,5876.866242,3200,6537.913767
8073.983031,2153.11,1,1326,827.11,48,3037.443167,9500,3032.171255
1731.459785,288.47,0.416667,0,288.47,5,37.454878,1700,673.92358
173.720757,345.29,0.083333,345.29,0,2,887.279827,1200,0
1150.724569,797.27,0.75,482.31,314.96,12,180.115216,6000,1177.010626
5376.083101,0,0,0,0,0,2293.529361,5500,3202.100651
992.615052,162.28,0.5,0,162.28,6,0,1000,333.663574
1360.029064,75.87,0.083333,75.87,0,1,1482.699821,1500,328.843583
